credit_score,debt_to_income,annual_income,credit_utilization,num_open_accounts
674.8357076505616,0.24598573800204945,47047.59592552599,0.14932316516690733,5
643.0867849414408,0.2884385063427586,59531.94766591374,0.17296957661999926,10
682.3844269050346,0.2366064063200031,60270.2530806667,0.5397535652724146,1
726.1514928204012,0.27536307762887674,67089.45518765108,0.20638116668271503,5
638.2923312638331,0.14851082664369714,39497.1245507876,0.5549298642100525,4
638.293152152541,0.31706349658983507,68888.50910770996,0.26469616515204925,5
728.9606407753696,0.30009643802897795,19434.125525958374,0.20752197434122827,3
688.3717364576454,0.23463290951454474,50551.731714542846,0.053680119741308374,4
626.5262807032524,0.3527396534745924,52675.89236322683,0.44520273384232917,4
677.1280021792983,0.37500561101012464,69499.90239106858,0.6184913264668911,6
626.8291153593769,0.17139521085048207,60339.46279015304,0.3079636847431777,2
626.7135123214872,0.23898201771470284,38916.5541921557,0.6201983383691245,4
662.0981135783016,0.23846861201701613,45225.10311274477,0.15909065280331444,4
554.33598776711,0.22480775191129082,62980.20014321111,0.3646050375441866,4
563.7541083743483,0.3663579873545399,58813.989872031656,0.19765613469454904,5
621.8856235379513,0.2844939088981757,51313.1383554638,0.5660612912767989,2
599.3584439832788,0.27883881269515115,52787.49315732031,0.2127014778705358,6
665.7123666297637,0.13969101084745972,70442.51995738933,0.3177348235421192,3
604.5987962239394,0.3508334424167381,52234.61140696178,0.45414648296824117,3
579.3848149332354,0.2008593284117222,58678.6313395639,0.545266438474012,1
723.2824384460777,0.30479461042130623,92549.04882120814,0.6096707303826775,3
638.7111849756732,0.3221901550366554,38644.76044674115,0.05406479783666328,3
653.3764102343962,0.4088526876670921,32222.35902638012,0.45879491919932563,3
578.7625906893271,0.195294368070471,71753.8449719791,0.2797013575382582,5
622.7808637737409,0.05843902753433396,49820.35408058845,0.3072771084580013,5
655.5461294854933,0.31470796358029557,55226.43708386069,0.3262316154908034,9
592.4503211288849,0.44404089452086826,48282.654328033284,0.10722526643173291,6
668.7849009172836,0.39911570823515496,56102.99788848731,0.3770639818680073,3
619.9680655040597,0.31677275322197007,83978.07168144512,0.16405303958143092,6
