credit_score,debt_to_income,annual_income,credit_utilization,num_open_accounts
619.64245696565,0.38286630271774413,56481.73912494256,0.2816469210780672,5
696.5728899894873,0.19351244009239327,80664.13276081118,0.6023517413242908,6
583.3664333637223,0.21802596831577487,78151.80680681589,0.20480733635508644,4
627.4679869654606,0.22702225323230998,48117.674257954146,0.6043523478685559,3
664.390260633513,0.4552007527392748,69011.44908000721,0.2763167960334778,2
607.1516334740686,0.35067797862204675,10757.926119836115,0.4714589621561337,4
581.003702763349,0.3581295371242584,41934.106871801036,0.2327337357574495,9
622.1807429919569,0.39035504400149884,75118.10087475555,0.5394094580663683,8
602.698591993716,0.21626764645398067,49836.4013456082,0.4705863175933257,7
550.7591034483971,0.13693756759844364,54794.68997435178,0.18998194974721017,3
472.1771865511917,0.2949710269717832,43210.87300782866,0.409400349840877,1
559.5864407591101,0.3718057568151797,40644.380203335204,0.768880449349436,5
473.4233039000514,0.28419256314936425,18061.11964837814,0.19006805837061602,4
562.8006611486163,0.19040493563784264,52189.592417030915,0.2895982855194465,4
700.1437507435489,0.2275817735246542,65449.76550445443,0.7505243859191815,3
504.08902680877645,0.20565935997636411,61949.604842482135,0.23988567863226823,6
641.9339871688518,0.25101084506176913,44687.74280575394,0.4516249414663397,5
688.3613507257603,0.2072495639507245,35136.1321997957,0.4262177658141229,2
520.6398691195019,0.31174232101831906,52017.97334330788,0.3354183240705881,2
722.6597522435015,0.25619348747095616,36736.50629679677,0.3924977337752901,2
610.4117626891522,0.3506745781535008,45718.86963382174,0.5533603370266893,6
696.4891614689001,0.2218817643626696,60065.69184675659,0.2936518798975967,5
631.2505266897539,0.3204277510196102,44055.89825471935,0.33530753359038334,2
587.3608117183378,0.2969920677710437,78581.03790557067,0.5555143225114887,3
440.553787258762,0.33168231553930216,41266.93890266449,0.36350193974037515,3
548.1118507951712,0.342937086903905,48323.507423491654,0.6237137473394971,3
655.7850115465742,0.3514915700796179,71595.6959299539,0.37359009612913024,3
707.2369978417171,0.36646057367210444,69046.7906502772,0.4496136075183026,5
530.7208249631971,0.34338328193486967,66265.92074871027,0.7761376691119384,3
611.4200101309805,0.3238292804651246,47791.22929050911,0.19203919577352982,4
588.2404165233941,0.24666210528729934,67346.05314334715,0.26050619798226204,5
640.0689389103571,0.3680589638847279,70673.03279881773,0.3113678519306328,6
620.3020811852563,0.2442492637760132,65067.05731817647,0.3925702507911775,7
592.6991796797113,0.2766469342448992,57482.190241466094,0.21826488261681315,6
653.3464995298891,0.23106774296765833,67233.50252699727,0.5410333179531283,8
573.5081754547009,0.22940149079622557,56787.601694528625,0.6879198597951212,5
615.6744140316617,0.2746398824750678,64462.85070724637,0.5673538551483869,4
661.2063947012011,0.2813576805177486,59193.82356850678,0.5417329512757861,5
571.4178712367722,0.23491554782819102,33828.97998635453,0.8567490483173219,2
593.4626976390474,0.30175706124399404,48660.389466657354,0.6817026449310875,8
581.5188494704937,0.31254085587481006,91287.3723430155,0.6286153131800531,4
642.1301625934952,0.25640968926610136,27001.525188884818,0.7649360130130727,4
635.9734592510514,0.48317113110520793,82835.78710262949,0.17040412666208105,2
583.9113287571372,0.3266158621362433,68008.4678992073,0.18823844512747792,7
635.4523648327074,0.30946119194652133,58547.57311504425,0.29703787109863483,7
446.2761436041244,0.24592352445521604,31113.396613893794,0.132047270828431,3
665.1163444745189,0.31102734903050633,57981.60713056195,0.36752915548972076,3
668.742077991074,0.3192642109652604,46058.82974447259,0.25049184043697986,3
584.6171292042072,0.2997220553597297,77023.65634668378,0.4981601905904173,4
572.680988041736,0.41349208051515846,47332.816205704214,0.4933185509324479,2
611.5485893908171,0.16388228490310364,53586.75683353713,0.22866476578022257,2
560.3956946178624,0.26956965559545615,61938.883741412996,0.5290492874447438,0
569.7207019866604,0.3571068314447295,47687.5470298291,0.6578122805245362,4
633.47116646542,0.22826698817575042,73337.44509910764,0.49673240026791937,5
663.5436732578968,0.17626618658000923,53265.75805449613,0.7069787819059847,5
634.0722940695869,0.25848881041450295,27906.57918431303,0.34214823120961435,4
788.1797328730513,0.3835148936338173,60412.2666270589,0.4603431561947878,4
689.9152487529902,0.2301632057999246,70917.98630106098,0.39899598493310345,6
659.1225332972691,0.27148586414177633,81008.49419072742,0.6803714896619157,4
656.9513027191747,0.3337185653375227,66842.70347236423,0.2525821855845898,6
620.2055331497547,0.25365576750200824,76450.15805886693,0.5171785789296104,7
645.2792064320467,0.26480390755429073,65851.28608256193,0.7544753808916688,5
626.8557229355999,0.2478359809230462,42649.331537804836,0.9007097163529273,2
678.0503127262025,0.2545776497397267,45500.25127271676,0.34249729214099117,3
598.2516337132608,0.20696515814476507,21219.7712251432,0.5140369303782039,8
595.0452535868645,0.27941730890609384,54530.32493454298,0.5581794998169495,2
685.684094416876,0.3851387051507128,68445.1182588854,0.84855223672714,5
587.4005548745015,0.4266247417069114,32754.92353536764,0.501275156930828,5
558.3042781612319,0.3999852230287841,78703.58199209538,0.5268773445468854,1
570.112231791129,0.3110156502299184,56355.320004202214,0.4808246396036325,3
659.9170219229667,0.43270800376138907,43657.91278396419,0.13845682138297488,6
775.3131524095983,0.4842287546533883,32673.04462070561,0.6083092902860383,5
561.7385404290571,0.31450222391548455,84576.8636165521,0.44794187985866224,5
653.7089184838303,0.2207548520550089,76913.55261680046,0.20363551345833597,2
624.2265708132416,0.4049549261361281,51545.475806887844,0.7271223520774598,2
682.6913396765887,0.20372117339034612,72864.14445756293,0.14980943725007387,6
653.1827597125383,0.22907930081033767,54647.09123691268,0.34552064470415156,2
686.4113473448061,0.13339726940497093,48329.07902147089,0.5434449896179787,5
632.5281418317962,0.35819306820144525,47548.07642085358,0.2921874860308179,3
564.9135608144402,0.11476445395524427,54285.730348350146,0.3220798580767281,2
574.1991139068671,0.3794280865473814,51623.116453579765,0.5507789893201365,4
627.7188357791605,0.444755385717146,58983.4614067497,0.3730259401381939,4
643.0249644905515,0.4382220829956867,83733.53769165784,0.6170297842150275,3
591.9473298242783,0.19873431946864686,94453.39039932108,0.5454051954147262,3
735.9035745499494,0.15090429149354012,38758.989823557975,0.38629348989933504,5
671.473315902879,0.2486011832552873,65351.38079712655,0.18503605979515614,6
489.96560824747183,0.3703353749141228,61354.08134269258,0.10781609119546277,4
607.6258622426468,0.39630309253319673,66487.47984724157,0.34001105368963075,5
553.2169520719711,0.3531599587638848,50797.11323629281,0.17343760857277435,3
729.3769569676285,0.34224042305576424,66705.72245626994,0.6184648327672493,3
481.8395805028007,0.4888803949600287,35925.08385398121,0.31850073676570156,4
640.1245148672842,0.2617564663292856,112115.88601976262,0.3951576821644628,4
622.3994638577153,0.23776198142103172,62649.74671138247,0.5625051322775282,3
663.8344270463801,0.2048695358752979,69680.47249929933,0.4587038488796494,5
634.3656634125874,0.33463727340118876,40107.90168560637,0.07292994314857539,4
739.1594812683652,0.28563591287253,46877.62927956695,0.62206773834182,2
670.075828011199,0.36599832515600766,34502.68453617779,0.3962979396750714,5
504.71441682484397,0.26395604635295417,81300.56462260791,0.44094831700303116,5
699.2529697005083,0.3503025679704254,40244.83197041627,0.503954520993017,3
627.1891998363395,0.2692915032414317,54978.488719946086,0.25754390723425225,3
699.3548032517803,0.2869836127291341,55688.94662274591,0.34181289991548386,2
595.9752399144553,0.29456078205561326,65571.24444916418,0.25691611702407974,2
551.2602191055112,0.16397587342394881,37321.27449020462,0.17898167754348002,6
539.9173781924975,0.28880121444508794,71753.80703007734,0.17109101513041683,3
678.6837625961259,0.3449714258312599,77919.6978050302,0.2900918148465785,6
662.8307009045002,0.2209510738491805,47439.20815191405,0.2181482581383559,5
579.4831462459397,0.45280981546122334,57414.53719785946,0.4676530361535062,4
454.79400125799833,0.30039085927441544,68024.72429888234,0.35822845634767636,6
680.980488563653,0.24985582579424387,62089.16488059521,0.23660813649375842,5
492.7485544186558,0.2474196781154657,42004.488284640975,0.15424787610223253,3
745.4346691011335,0.40964092474275793,69220.22280061516,0.30114999234781403,3
528.2751451814265,0.2340154566846539,82203.10812948704,0.3805277921588547,4
615.8446092798858,0.323847773439311,82152.82678888626,0.4163975476908902,2
628.8010042652975,0.370642893738044,67204.39893379634,0.32480331030015247,1
636.8910732557471,0.3443372590463688,70255.56653047298,0.1571993405917428,4
634.4570174893529,0.25498581619455807,51772.99070214356,0.3258694504931574,7
622.8263735193301,0.3671377392888735,43324.193346686574,0.4141047592921535,5
588.9555672578624,0.31246211646940003,56900.67893272701,0.6221904454129358,2
601.5931634436379,0.16240464651180703,94230.9783671342,0.5100026500377712,5
575.89087709302,0.3978612484677847,49504.0504070622,0.4068042462262375,4
621.952604553197,0.25091313421677447,64950.61040694639,0.46036253999550386,3
509.7668755944727,0.2859516996210289,64044.20128321839,0.5545123974625822,6
633.9276919363449,0.3247572301246944,52010.8812919325,0.6881004612544148,3
609.0796839967751,0.2574486451730075,81738.01189864533,0.29788724948488726,4
665.4859450063634,0.3605526177594555,83420.9666209192,0.5993361160891043,4
596.7801435378018,0.2116927659186308,100672.91569328727,0.46230732119321594,4
651.1337060969327,0.2540495592705051,45225.509481264686,0.36554103974669094,5
648.1215141894596,0.39805785615244266,64513.55567356819,0.1833869991911111,1
606.6560910909429,0.30202216105187757,59416.94179322848,0.3202489520214118,3
636.1729388871672,0.21545486553476875,47017.3825656915,0.6618967225056073,4
534.4400242048907,0.30629825736289606,47341.003451673816,0.3993753431265653,4
695.4939289188541,0.3321323013872357,60669.20914342873,0.41934392348548033,5
582.2672296443856,0.1731184595337348,50529.169184257255,0.6931011963706586,4
604.3010591459472,0.43234274035721865,42325.50715649737,0.19910917374355028,5
551.8299077607321,0.443152285144522,59977.33752974685,0.8317791973189987,5
568.9072985314418,0.3096000594491969,40299.59797431362,0.2825255924483438,3
713.6122919645406,0.28399346723129915,50538.31074742931,0.32322638163931333,6
623.2734093347025,0.30183552704107663,63788.17772418748,0.5246037449237662,1
597.192933735529,0.37144407881098856,55838.486406667,0.7708810898368433,6
596.8586849212413,0.33620874797158157,53881.27075697161,0.26921720741377725,2
615.1187290804583,0.3191382560457999,86941.70450756492,0.20899401808838095,2
658.347464251774,0.41058640642435046,80441.967253239,0.4530533416065334,7
626.6303122292903,0.39047510340494807,59319.31247836135,0.4799418447480793,7
627.9116934102536,0.22320690519683575,41770.925104332615,0.40502243362848234,4
559.6096250842184,0.3709916665538311,70972.14975609073,0.6715276053027833,4
597.3720554814001,0.39212964854513316,98418.87118631783,0.3890647582370795,3
624.3912280781087,0.3222607758903233,79839.87789360322,0.6158265412870291,4
613.1285498216378,0.34792267338269717,37198.065803359525,0.14014426169924055,3
590.0475349561855,0.275404953512786,54837.74417698312,0.41391358874183853,6
584.5497262821373,0.20364638139791727,46272.266507850036,0.24070094995098967,5
641.1338685242202,0.4509822849764548,43182.84755695235,0.5223919887759585,2
642.6118299009071,0.19284304168657868,76160.71004440048,0.3979297629048726,3
674.3647594189662,0.43450070078265396,75823.45314609466,0.5188603043640161,11
626.7470293392962,0.29478007551990704,86407.07055484825,0.17365224981382005,7
490.4271190040194,0.39979517029605677,68853.58448210268,0.40424639153960257,3
756.4974564519683,0.3018332790750505,57283.53242312186,0.48399616281736646,1
614.4719105457193,0.37499286236321333,61006.268795857955,0.357934761167653,7
590.3986415001365,0.33590835631266486,43510.69605685209,0.27862139950051307,3
611.510358209815,0.2464498713426987,79921.59178700803,0.2911718839455463,4
591.2343577229356,0.3107295670490917,46140.71944578931,0.44421174150098014,3
565.8777537943611,0.2885655673288062,51462.26857785574,0.19675550127739025,3
651.8732023345029,0.35143843658679924,53140.902462298916,0.6191481269392977,6
606.0872230715737,0.3113232976672183,8864.176860356692,0.1953050989883219,2
609.6336305783669,0.32289255071196366,71880.99442687957,0.5224263600686131,5
464.8315514439138,0.2179302782720839,42836.21474611493,0.5359471659463869,3
